,Nome,Localização,Data,Tweet,classe
324,jnsatan,🐱🐧,2021-01-15 20:50:25,@Iisavsco vc não lembra eu contando q mandei e-mail pedindo perdão por todos os meus pecados pra eles devolverem 😭,perdão
325,mariearlysnow,,2021-01-15 20:50:24,@dudaslopes_ n vai bater ponto aqui esse fds perdao,perdão
326,OldmanCap_SDV,"Espírito Santo, Brasil",2021-01-15 20:50:23,"RT @Adrianalimasdv: Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
#SextaLegiaoSDV
#SextaImperioDoSdv https://t.co/KSqMMY…",perdão
327,caiolandi,7° Circulo,2021-01-15 20:50:22,"@MegalHB Li outra coisa, perdao",perdão
328,elder_franca,,2021-01-15 20:50:19,Esse filho de uma p*ta (com o perdão da expressão) com a tragédia em Manaus só sabe pensar em disputa política. Até… https://t.co/coYkYzTKRn,perdão
329,huffleandpuff_,,2021-01-15 20:50:11,"@favsmione O primeiro do Homem de ferro e o primeiro do Thor

Perdão n ter colocado qual era amg",perdão
330,clautavares23,"Rio de Janeiro, Brasil",2021-01-15 20:49:54,"Para os erros...o perdão.
Para os fracassos...uma nova chance.
Para as coisas impossíveis...o tempo.
😉",perdão
331,millsglows,𝚂.𝚃.𝙷.𝙲.𝙳.𝙼.𝙹²,2021-01-15 20:49:41,@Thomaspoesy peço perdão pelas. Vezes que eu disse que ia parar,perdão
332,Tataaraujo_,"Diadema, Brasil",2021-01-15 20:49:20,"Vi os prints e só conseguia me ver lá, implorando pela pessoa, me humilhando, pedindo perdão por algo que não sou c… https://t.co/2p2HjhRNCx",perdão
333,oxecamilaa,,2021-01-15 20:48:56,RT @i_erva: esse ano é sem perdão p eleitor do Bolsonaro,perdão
334,oooooioooooooo,,2021-01-15 20:48:56,@matheuseuslima perdão,perdão
335,augustorb,Curitiba,2021-01-15 20:47:56,@dgavieira Peço perdão amigo,perdão
336,masonmountbr,"London, England",2021-01-15 20:47:51,"@tyedixie KKKKKK SOCORRO ESCREVI ERRADO. Mas sim, tenho dois, um de 6 anos e um de 1 ano. To mt lerda hj peço perdão",perdão
337,fiat_siena_elx,Na casa do meus irmões,2021-01-15 20:47:36,@oocbolsonaan @Bolsonaan @FlxmenguistaSLK O PERDÃO!,perdão
338,btoboiola,ガゼット 𝗟𝗨𝗩𝗕𝗢𝗧 ?!  ^_^ 木兎光太郎、緑間真太郎。どうかこんな僕とずっと !! 𝐅𝐑𝐄𝐄 + 𝐊𝐀𝐈𝐃𝐎𝐔 ★ 江戸川乱歩は私の好きな男の子です。𝐎𝐋𝐃 𝐊𝐏𝐎𝐏 SUPREMACY 💭,2021-01-15 20:47:17,mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo… https://t.co/U9n4zgIv9X,perdão
339,Urubu_reii,,2021-01-15 20:47:13,"@leo__sach Estava querendo me referir a rodada, mas realmente confundi o dia do jogo. Perdão pelo vacilo",perdão
340,byangells,dm CLOSED for requests.,2021-01-15 20:47:07,@ANYKlNG perdao af,perdão
341,maweduarda,,2021-01-15 20:47:06,"repita comigo:
você não deve
a ninguém
o seu 
perdão.
- exceto talvez a si mesma. ♡",perdão
342,Thaaasep,,2021-01-15 20:47:03,"RT @surian: Não curto muito esse papo de ""avivamento"" não. Geralmente isso significa adesão em massa a um grupo social e ter uma missão esp…",perdão
343,RyOliver777,"São Paulo, Brasil",2021-01-15 20:46:51,"@Clau52099 @UniDeRessaca perdão se um dia eu julguei sua interpretação de texto, essa ai se superou, pulou aulas de Português e História...",perdão
344,gavsilvaa,"Palmela, Portugal",2021-01-15 20:46:48,RT @lfrancobastos: “O casamento homossexual deveria ter outro enquadramento jurídico” foi uma frase proferida por um candidato à Presidênci…,perdão
345,ZelosSocks,Aqui,2021-01-15 20:46:44,"A FACULDADE TÁ MESMO, PERDÃO, EU TÔ SOFRENDO
E EU TAMBÉM TE AMO AAAAAAAAA
QUANDO O 13º E AS FPERIAS VIEREM EU VOU T… https://t.co/3WRy5bQzuk",perdão
346,CaiiooLoopes,"Luziânia, Brasil",2021-01-15 20:46:34,"Sinto o peso das minhas escolhas, veja o quanto ganhei, descobri ser o meu próprio lar, eu NÃO peço perdão desejo a… https://t.co/lthlYrcvAx",perdão
347,yooncoosm,𓂃谷  𝗶𝘁𝘇𝘆 ｡ ҂,2021-01-15 20:46:29,"@hyunafilters perdão tu sabe que mi espanhol tá mui ratata

https://t.co/SKIDdp185s",perdão
348,gabsdantas20,Brasil,2021-01-15 20:46:29,"olha eu te peço perdão mas quem manda na gente é o coração, é o amor",perdão
349,saturnofeels,,2021-01-15 20:46:27,"meu limite é bem grande, adaptável, raramente eu chego no ápice
mas hoje, eu peço perdão a todos que tem algum apre… https://t.co/Ry90P1q5I0",perdão
350,MoissRamosNeto1,,2021-01-15 20:46:17,@marianaucker_ Resumo: choro choro choro fiquei com ele sim me arrependo começa o soluçar e pede perdão as pessoas e aos fãs. Fim 🤡,perdão
351,byulsunflower,cascavel/PR,2021-01-15 20:46:12,"@arielabutera @portalljbrasil aí tudo bem amor, perdão",perdão
352,xlxm__,Brasil,2021-01-15 20:46:11,O nego do Borel tá esperando o perdão da DUDA???????????? esse cara é demente,perdão
353,ATSUFAIRY,#𝖠𝖪𝖴𝖳𝖠𝖦𝖠𝖶𝖠: 𝗆𝗒 𝗐𝗈𝗋𝗅𝖽 あなたのことをいつも考えている  私はあなたを愛しているような誰かを愛したことはありません LEIA O CARRD BYF,2021-01-15 20:45:57,Bennett perdão barbara minha vida https://t.co/srEtIUocrK,perdão
354,CatarinaLucindo,,2021-01-15 20:45:52,"RT @AkaFigliollo: Quem apertou o 17 nas urnas eletrônicas em 2018 tem sangue nas mãos! Os votos brancos, nulos e abstêmios tbm tem sua parc…",perdão
355,augustorb,Curitiba,2021-01-15 20:45:45,Peço perdão de antemão pelo próximo tweet,perdão
356,cIaritz,neverland !,2021-01-15 20:45:39,"@barbobona me perdoa, me desculpa sério, não era minha intenção, eu não queria que isso acontecesse, de verdade, po… https://t.co/mhct3ipLXG",perdão
357,gabriel_hostins,,2021-01-15 20:45:36,@druwsantana Kkkkkkkk perdão por ser cabeludo quando te conheci amigo 🤞🏻,perdão
358,h81st,,2021-01-15 20:45:29,RT @lfrancobastos: “O casamento homossexual deveria ter outro enquadramento jurídico” foi uma frase proferida por um candidato à Presidênci…,perdão
359,lucianarst,"Brasília, Brasil",2021-01-15 20:45:26,@paulonmenezes Pede perdão ao Senhor,perdão
360,enjoltairw,27/ela/0/15,2021-01-15 20:45:16,"@marsinfurz só vi agora perdão

exatoooo
eu já li livro clássico"" que achei a escrita mais fluida que livro contemp… https://t.co/dr4TueopVd",perdão
361,hsfancys,"hoping i’d see your face again, we took a polaroid.",2021-01-15 20:45:15,perdão pra quem mandou eu me arrumar eu ainda n fui😪,perdão
362,rtacordeiro,"Belo Horizonte, Brasil",2021-01-15 20:44:59,@marcofeliciano Todo mal é o que sai da boca desse homem!! Votei nessa praga! Nem todo álcool em gel do mundo conse… https://t.co/XjNU0CcTSz,perdão
363,rafaaaaaaaaelaa,,2021-01-15 20:44:54,@000neymarjr @dressarlima @pedrogasss_ @tuyoboyle perdão fe!!! vou tentar parar!!,perdão
364,pqpjenniferr,"Swindon, England",2021-01-15 20:44:52,RT @onurbrunoa: juro q queria mandar coisa em toda paradinha no instagram mas eu n sou criativo perdão a todos q sigo,perdão
365,didierchitto,Sul do Mundo,2021-01-15 20:44:46,@fronerse @da_museu @CarlosBolsonaro Por que será  ? Ele te achou grosso? Ofendeste Carluxo por dentro?  Já  tentou… https://t.co/nRXE8vEzog,perdão
366,muriiribeiro,Láááá longe.,2021-01-15 20:44:40,"@shghelena @_RMalta @Maycon_Rj13 Eu não queria falar isso dessa forma mas sabe.... você é burra. Sei lá, perdão, ma… https://t.co/UPJQhpIaBs",perdão
367,GiovannaMacedo0,,2021-01-15 20:44:36,@Peeh_henrrikke Perdão :(,perdão
368,IC30Mbot,Big Data,2021-01-15 20:44:31,"voltando ao assunto de antes, eu acabei de gastar duas unidades de risada com o tweet anterior, agora estou recarregando elas, perdão",perdão
369,Inhs22,,2021-01-15 20:44:21,RT @lfrancobastos: “O casamento homossexual deveria ter outro enquadramento jurídico” foi uma frase proferida por um candidato à Presidênci…,perdão
370,CamilaMantov,"Rio de Janeiro, Brasil",2021-01-15 20:44:16,"Irmão, que benção que seu movimento cult crente parede preta descolado tá mandando cilindros de oxigênio. Que maldi… https://t.co/68CJFlxTjZ",perdão
371,pedromiguel_08,Onde tu não estás,2021-01-15 20:44:13,"@bolhinhaa @Backo_0 Peço perdão comentadores televisivos, mas já percebi a vossa lógica :)",perdão
372,SanctoFabius,,2021-01-15 20:44:10,"RT @surian: Não curto muito esse papo de ""avivamento"" não. Geralmente isso significa adesão em massa a um grupo social e ter uma missão esp…",perdão
373,LegiaoSdv,,2021-01-15 20:44:06,"RT @Adrianalimasdv: Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
#SextaLegiaoSDV
#SextaImperioDoSdv https://t.co/KSqMMY…",perdão
374,OliverQueen_SDV,Terra x ,2021-01-15 20:43:47,"RT @Adrianalimasdv: Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
#SextaLegiaoSDV
#SextaImperioDoSdv https://t.co/KSqMMY…",perdão
375,ca_fej,"Santa Catarina, Brasil",2021-01-15 20:43:25,"PT botou pobre em locais que só rico podia estar e isso, meu amigo, não tem perdão! https://t.co/pgsPK8sph8",perdão
376,siberianwyvern,,2021-01-15 20:43:04,"@gajodopodcast Não tens perdão. Vê o que fizeste! O Sabino que não se esconda, assuma a responsabilidade.",perdão
377,leandroverde22,"São Paulo, Brasil",2021-01-15 20:43:03,"Se acontecer do Palmeiras perder hoje, não acredito mas, se acontecer não ficarei tão chateado, agora na segunda co… https://t.co/V25OnRvaTq",perdão
378,omarccojr,"Los Angeles, CA",2021-01-15 20:42:36,"@jvrodrigues97 @IRechtenthal Mané, essa mina foi corna e soltou essas parada na mídia.
Totalmete diferente do q a m… https://t.co/cwGj8r4GJw",perdão
379,solumate4, @wooonieone_,2021-01-15 20:42:22,"@heeseuncow Eita foi a um dia, perdão ang",perdão
380,Leesvitale,ela/e ˒ 𝗷𝗼𝗼𝗇 & 𝗺𝗶𝗻𝗶e.,2021-01-15 20:42:18,"@AnnaJessi3012 @m4703086 Agora podem 🤰🏻

Jurava que seguia vocês, perdão :(",perdão
381,MiKAS__A,22194. ,2021-01-15 20:42:09,RT @outgojo: mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo o meu fôleg…,perdão
382,sasukecolor,Konoha,2021-01-15 20:42:08,"RT @ByakugouNoHime: Narutinho: Iruka-sensei, o que aquela máquina faz?

Iruka: ela segura as mariposas, Naru

Narutinho: e pra onde as leva…",perdão
383,KUDOUBERRY,shinee world ,2021-01-15 20:41:53,RT @outgojo: mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo o meu fôleg…,perdão
384,motleycavs,,2021-01-15 20:41:50,"@Joorafa02 perdão, é que ela é muito linda..",perdão
385,adeliagomes,"São Paulo, Brasil",2021-01-15 20:41:41,"RT @coalacroata: Os governos foram avisados e escolheram deixar as pessoas morrerem asfixiadas. Não tem desculpas não tem perdão, não pode…",perdão
386,PhillipsSama,"Tucumã, Brasil",2021-01-15 20:41:32,"@ThelmerPeters MEU DEUS, MATHEUS EU IMPLOREI PERDÃO, EU PEDI DESCULPAS, QUER Q EU LAMBE SEU PÉ?",perdão
387,NelsonSilvaReal,"Presidente Epitácio, Brasil",2021-01-15 20:40:39,eles deveriam me tratar com respeito como irmao e pedir perdao pelas calunias,perdão
388,MANJIROEMO,しかし、私たちは人を殺しません。マッドバーニッシュが都市を攻撃するとき、私たちは常に逃げ道を提供し、それに大きな誇りを持っています。,2021-01-15 20:40:37,RT @outgojo: mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo o meu fôleg…,perdão
389,tsukkinoy,,2021-01-15 20:40:35,RT @outgojo: mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo o meu fôleg…,perdão
390,f_fkraemer50,"Berlin, Deutschland",2021-01-15 20:40:21,"RT @Adrianalimasdv: Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
#SextaLegiaoSDV
#SextaImperioDoSdv https://t.co/KSqMMY…",perdão
391,fabianodunley,Rio de Janeiro,2021-01-15 20:40:19,Sem perdão: https://t.co/ivl2QVQnct,perdão
392,betinhaeedson,Campinas SP,2021-01-15 20:40:12,"🖤A vingança é pros fracos, o perdão é pros fortes?♥️ — Talvez😏tem horas que uma vingança faz bem 😂😂😂 https://t.co/dA3lzpBqFU",perdão
393,raminhosbalaio,"Federal District, Brazil",2021-01-15 20:40:10,@nnafavaretti perdão 😩,perdão
394,tati001,Pernambuco ,2021-01-15 20:40:07,NÃO TEM PERDÃO #TriunfoDoAmor045,perdão
395,cnrabbelo,,2021-01-15 20:40:06,"@lucasbianchi030 @telllesjp Eu sei bb
vc é o melhor de todos inclusive, era meme te amo, perdão se te ofendi ♥️",perdão
396,eai_prado,🏳️‍🌈,2021-01-15 20:40:01,"já, me arrependo muito, já pedi perdão https://t.co/79mFhp4gi0",perdão
397,joaofernandesf1,natal - rn,2021-01-15 20:39:47,Homem que invadiu Capitólio fantasiado quer perdão de Trump https://t.co/FT0hKpUxkW Deixe para Biden que ele será e… https://t.co/2NjS6whUDm,perdão
398,cathlc_luis,Paraná,2021-01-15 20:38:58,"@_pyrettablaze Nossa, perdão, achei que fosse no outro post, é só uma imagem reflexiva que condiz com muitos momentos meus.",perdão
399,Qg_Barmys,✨OT7 Fan Account,2021-01-15 20:38:53,@IPurpleYou_Nari @JeonTamyP2 @BTS_twt Com certeza! Perdão pelo erro novamente! 💜,perdão
